회사명,직무,링크,공고내용
(주)파이디지털헬스케어,데이터 사이언티스트,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=45825592&location=ts&searchword=%EB%8D%B0%EC%9D%B4%ED%84%B0+%EC%82%AC%EC%9D%B4%EC%96%B8%ED%8B%B0%EC%8A%A4%ED%8A%B8&searchType=recently&paid_fl=n&search_uuid=1e8d5a8f-0e35-4fbe-965f-dd5938b2db5d,"데이터사이언티스트
(분석가) 채용
(주)파이디지털헬스케어는 글로벌 의료 허브 연세의료원과 ICT 리더와 함께
e-Health 산업을 리딩하고 새로운 의료 패러다임으로 고객가치 창출과 의료 산업 발전에 기여할 것입니다.
국내 최고의 플랫폼 기업인 카카오와 함께 새로운 도약을 진행하고 있습니다.

모집부문
모집부문 상세내용
데이터사이언티스트 (분석가) 채용
[자격 요건]

ㆍ학력 : 4년대졸 이상
ㆍ사업관리(PM) 역량
ㆍ전공 : SW공학 or 컴퓨터/시스템공학 (SW개발 관련 학과)
ㆍ데이터 분석 / 머신러닝 모델 개발 역량 (R/Python)
ㆍ데이터 전처리 / 레이블링 / 파이프라인 관리 역량
ㆍDB역량 (RDMBS / NoSQL-Elastic | MongoDB 등)
ㆍMLOps 프레임워크 개발 역량 (Kubeflow, MLflow 등)

[우대 사항]
ㆍML/AI 모델 개발/배포 경험 있으신 분
ㆍAWS, Azure, GCP 클라우드 구축 경험 있으신 분
ㆍ헬스케어분야 수행 경험 있으신 분

ㆍ국가공무원법 제33조 제1항 각 호에 해당되지 않아야함
ㆍ경력 : 경력 2년 ~ 10년
근무조건
ㆍ 근무형태 : 정규직(수습기간)-3개월, 계약직(정규직 전환가능)-1년
ㆍ 근무일시 : 주 5일(월~금) 08:30~17:30 (탄력근무제 시행)
ㆍ 근무지역 : (03721) 서울 서대문구 연대동문길 37 대신빌딩 1층(대신동) - 경의중앙선 신촌 에서 800m 이내

전형절차
서류전형
1차면접
2차면접
최종합격

접수기간 및 방법
ㆍ 접수기간 : 2023년 5월 31일 (수) 15시 ~ 채용시
ㆍ 접수방법 : 사람인 입사지원
ㆍ 이력서양식 : 사람인 온라인 이력서
복리후생
ㆍ인센티브 지급 : 연구과제 수행에 따른 인센티브 지급
ㆍ업무용 비품 지급 : 최신 사양의 데스크탑 PC 또는 노트북과 듀얼 모니터 지급
ㆍ의료비 지원 : 본인 및 배우자 직계가족 의료비 지
ㆍ건강검진 지원 : 본인 및 배우자 건강검진비 지원(격년)
ㆍ통신비 지원 : 통신비 일부 지원(매월)
ㆍ자기개발 지원 : 도서 구매, 온라인 교육 지원
ㆍ명절선물 지급 : 설날, 추석에 상품권 또는 기프티콘 지급
ㆍ기념일 축하 : 생일, 결혼기념일에 상품권 또는 기프티콘 지급
ㆍ포상휴가 : 성과에 따른 포상휴가 또는 대체휴가
ㆍ경조사 지원 : 경조금 및 경조휴가 지원 
ㆍ선택적 근로시간제 운영 : 08시30분~17시30분 근무
기타사항
ㆍ국가유공자 등 예우 및 지원에 관한 법률에 의한 취업지원대상자는 우대합니다.
ㆍ장애인고용 촉진 및 직업재활법에 의한 장애인 지원자는 우대합니다.
ㆍ지원서의 기재사항이 사실과 다른 것으로 판명될 경우 입사 전후 관계없이 채용이 취소될 수 있습니다.
ㆍ우리 회사 채용 자격 및 요건 등에 적합한 인원이 없다고 판단될 경우 채용이 없을 수 있습니다.
ㆍ제출된 서류는 채용 목적으로만 활용되며 합격자 발표 후 즉시 폐기합니다."
(주)넥슨,데이터 사이언티스트,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=45595063&location=ts&searchword=%EB%8D%B0%EC%9D%B4%ED%84%B0+%EC%82%AC%EC%9D%B4%EC%96%B8%ED%8B%B0%EC%8A%A4%ED%8A%B8&searchType=recently&paid_fl=n&search_uuid=1e8d5a8f-0e35-4fbe-965f-dd5938b2db5d,"조직 소개
- 인텔리전스랩스는 다양한 게임 정보를 활용해 ‘빅데이터’, ‘머신러닝·딥러닝’, ‘인공지능(AI)’ 기술과 공학적 사고를 통해 솔루션을 만들고 게임 사용자와 넥슨 구성원이 사용할 서비스를 제공하는 조직입니다.
- [인텔리전스랩스 테크블로그 바로가기]


팀 소개
- 탐지솔루션실의 목표는 다양한 이상 상황과 어뷰저를 탐지하고 조치하여 유저가 쾌적하게 게임을 즐길 수 있도록 하는 것입니다.
- 실 내에는 데이터 엔지니어, 웹서비스 엔지니어, 데이터 사이언티스트 등 다양한 직군이 문제 해결을 위해 함께 고민하고 있습니다.
- 경찰이 범죄자를 찾는 것처럼 행동 패턴을 분석하여 작업장이나 어뷰저를 빠르고 정확하게 검거하고. 버그, 기획 오류, 경제 불균형, 핵 등 다양한 이상 징후를 발견합니다.
- 탐지솔루션실은 직접 기획 및 개발하여 운영하는 탐지 솔루션들을 가지고 있습니다.
1) 수많은 게임 내외의 지표로 이상 징후를 탐지하고 모니터링하는 시계열 이상징후 솔루션과 확률 탐지 모니터링 솔루션 ""SIREN""
2) 작업장, 핵 등 유저의 어뷰징 패턴 행동을 탐지하는 솔루션 ""LBD(Live Bot Detector)""
- 탐지 솔루션들은 넥슨의 모든 게임들을 담당하고 있으며 작업장 제재, 핵 탐지, 기획 수정 등 게임 운영에 매우 중요한 역할을 하고 있기 때문에 분석가의 작업물에 대한 피드백은 매우 즉각적이며 중요하게 여겨집니다.
- 게임 내 대용량의 로그 데이터를 분석하고 모델로 만들어 솔루션에 적용하는 것까지 전반적인 데이터 프로덕션을 경험하며 성장하고 싶은 분석가라면 좋은 기회가 될 수 있을 것입니다.
- [게임 이상탐지 프로덕트 더 알아보기]


주요 업무
1. 게임 내외로 발생되는 모든 로그 데이터를 사용하여 분석합니다.
- 게임 재화, 거래, 퀘스트, 아이템, 행동 로그, 이미지, 텍스트, 가챠 등
2. Spark를 사용하여 대용량 로그 데이터를 추출, 가공, 분석합니다.
3. 시계열 모델과 지표를 개발합니다.
- 매일 1,000만개 이상의 시계열에서 발생하는 특이한 신호를 탐지하고 해석합니다.
- 게임 안에서 발생한 모든 이상 징후가 어딘가의 시계열에 감지되고, 우리가 집계한 데이터 안에서 해석되는 것을 목표로 합니다. 
4. 게임 내외로 발생되는 모든 로그 데이터를 사용하여 분석합니다.
- 인공신경망, 기계학습, 통계적 추론, 컴퓨터 알고리즘 등. 가능한 모든 방법을 동원할 수 있으며, 함께 고민하고 연구합니다.
- 방대한 로그로부터 유의미한 변수를 개발하기 위한 피처 엔지니어링 과정도 포함됩니다.
5. 게임 가챠의 확률 이상을 탐지합니다.
- 게임의 가챠아이템에 대한 실측 확률들을 모니터링하고 확률 탐지 모델을 연구합니다.


지원자격
- 주도적으로 분석 가설을 세우고 검증하여 의미있는 결론을 도출했던 프로젝트 수행 경험이 있으신 분
- 데이터를 다양한 방식으로 Feature Engineering 해 본 경험이 있으신 분
- 데이터를 해석할 수 있는 기술 통계에 대한 지식과 이해도를 지니신 분
- 1개 이상의 언어 기반 숙련된 프로그래밍 역량을 갖추신 분
- 셀프 모티베이션에 능숙하신 분


우대사항
- 이상 탐지 분야에 대한 경험 및 관심이 있으신 분
- 분석 및 모델을 통해 서비스를 직접 개발 및 개선해 본 경험이 있으신 분
- 통계/머신러닝 등 관련 분야의 전문 지식 또는 그에 준하는 경험이 있으신 분


전형절차
서류전형 → *과제전형 → 면접전형 → 최종합격
*해당 절차는 각 포지션 및 후보자에 따라 변동이 있을 수 있습니다.


기타사항
- 본 공고는 채용 완료 시 조기 마감될 수 있습니다.
- 서류전형 결과는 1개월 이내로 안내드릴 예정입니다.
- 국가보훈 취업지원 대상자는 관련 법령에 의거하여 우대합니다.
- 서류전형 이후 일정은 합격자에 한해 개별 안내드릴 예정입니다.

[넥슨코리아 복리후생]"
(주)넥슨,데이터 사이언티스트,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=45679460&location=ts&searchword=%EB%8D%B0%EC%9D%B4%ED%84%B0+%EC%82%AC%EC%9D%B4%EC%96%B8%ED%8B%B0%EC%8A%A4%ED%8A%B8&searchType=recently&paid_fl=n&search_uuid=1e8d5a8f-0e35-4fbe-965f-dd5938b2db5d,"조직 소개
-인텔리전스랩스는 다양한 게임 정보를 활용해 ‘빅데이터’, ‘머신러닝·딥러닝’, ‘인공지능(AI)’ 기술과 공학적 사고를 통해 솔루션을 만들고 게임 사용자와 넥슨 구성원이 사용할 서비스를 제공하는 조직입니다.
- 그 중 선행개발실은 최신 AI 기술을 연구하고 실험하여 라이브 서비스 경험을 개선하고 고도화하는 역할을 담당하고 있으며, 구성원은 아래의 내용들을 경험하실 수 있습니다. 

[선행개발실에 합류했을 때 주어지는 도전들]
- R&D : 초거대 언어 모델(GPT-3등),대화형 언어 모델 개발(ChatGPT)등의 최신 트렌드 AI기술에 대해서 학습하고 나날이 발전하는 기술 기반으로 업데이트합니다.
- Live : 실제 운영중인 게임 서비스에서 발생한 유저 Behavior 데이터 및 Time-series & Sequence데이터를 바탕으로 예측 모델과AI기술을 연구합니다.
- Predictive Modeling : 연구 개발한AI기술 결과와 예측 모델을 게임 서비스에 안정적으로 제공할 뿐 아니라 파라메터 최적화나 Continual Learning 등과 같은 방법으로 지속적으로 개선하고 고도화합니다.
-Computer Vision/NLP : AI기술R&D(Generative AI, Multimodal Learning, Domain Adaptation, Object Detection등)를 통해 CV/NLP 와 같이 게임 밖의 다양한 주제를 통해서도 넥슨의 유저 경험을 개선합니다.
-Goal : 궁극적으로는AI기술을 통해 넥슨 게임에 대한 긍정 경험의 확장과 몰입을 제공하는 데에 기여합니다.

- [인텔리전스랩스 테크블로그 바로가기]


주요 업무
- 자연어 처리 분야의 선행 기술 조사 및 활용 방안 탐색
- 실제 유저로부터 구축된 대규모 텍스트 데이터 기반 다양한 분류, 분석, 생성 업무 수행


지원자격
- ML에 대한 기본적인 이해 및 다양한 자연어처리 응용 분야에 대한 경험이 있으신 분
- Python및ML framework(Tensorflow, Pytorch등) 활용 역량이 뛰어나신 분
- 문제 해결을 위한 주도적인 실험 설계 및 분석 역량을 보유하신 분
- 분석 과정 및 결과를 명확하게 전달하기 위한 시각화,문서화,커뮤니케이션 스킬과 역량을 갖고 계신 분


우대사항
- 딥텍스트의 문법적 구조나 단어의 용례 등 한국어에 대한 깊은 지식과 이해도를 지니신 분
- 중국어,일본어,영어 등 외국어 활용 역량 또는 문법적 지식이 뛰어나신 분
- 모델 학습 및 평가에 필요한 데이터 설계,수집,라벨링 등의 작업을 직접 수행한 경험이 있으신 분
- 서비스에 적용된 모델을 다양한 정량 지표를 이용해 모니터링하고 개선해 본 경험이 있으신 분
- Named Entity Recognition, Sentiment Analysis, Topic Modeling등에 대한 지식 또는 경험이 있으신 분
- Transformer로 대표되는 대규모 모델 사용 경험 혹은언어 모델(BERT, ELECTRA 등) 사전 학습 경험을 보유하신 분
- 자체적으로 모델 아키텍쳐 전체 또는Custom layer를 구성해 본 경험이 있으신 분
- 특정 분야SOTA모델 사용 및 그 결과에 대한 실증적 분석을 진행한 경험이 있으신 분
- 게임 산업에서의 자연어처리 기술 적용에 대한 관심이 있으신 분


전형절차
서류전형 → *과제전형 → 면접전형 → 최종합격
*해당 절차는 각 포지션 및 후보자에 따라 변동이 있을 수 있습니다.


기타사항
- 본 공고는 채용 완료 시 조기 마감될 수 있습니다.
- 서류전형 결과는 1개월 이내로 안내드릴 예정입니다.
- 국가보훈 취업지원 대상자는 관련 법령에 의거하여 우대합니다.
- 서류전형 이후 일정은 합격자에 한해 개별 안내드릴 예정입니다.

[넥슨코리아 복리후생]"
(주)넥슨,데이터 사이언티스트,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=45676093&location=ts&searchword=%EB%8D%B0%EC%9D%B4%ED%84%B0+%EC%82%AC%EC%9D%B4%EC%96%B8%ED%8B%B0%EC%8A%A4%ED%8A%B8&searchType=recently&paid_fl=n&search_uuid=1e8d5a8f-0e35-4fbe-965f-dd5938b2db5d,"조직 소개
-인텔리전스랩스는 다양한 게임 정보를 활용해 ‘빅데이터’, ‘머신러닝·딥러닝’, ‘인공지능(AI)’ 기술과 공학적 사고를 통해 솔루션을 만들고 게임 사용자와 넥슨 구성원이 사용할 서비스를 제공하는 조직입니다.
- 그 중 선행개발실은 최신 AI 기술을 연구하고 실험하여 라이브 서비스 경험을 개선하고 고도화하는 역할을 담당하고 있으며, 구성원은 아래의 내용들을 경험하실 수 있습니다. 

[선행개발실에 합류했을 때 주어지는 도전들]
- R&D : 초거대 언어 모델(GPT-3등),대화형 언어 모델 개발(ChatGPT)등의 최신 트렌드 AI기술에 대해서 학습하고 나날이 발전하는 기술 기반으로 업데이트합니다.
- Live : 실제 운영중인 게임 서비스에서 발생한 유저 Behavior 데이터 및 Time-series & Sequence데이터를 바탕으로 예측 모델과AI기술을 연구합니다.
- Predictive Modeling : 연구 개발한AI기술 결과와 예측 모델을 게임 서비스에 안정적으로 제공할 뿐 아니라 파라메터 최적화나 Continual Learning 등과 같은 방법으로 지속적으로 개선하고 고도화합니다.
-Computer Vision/NLP : AI기술R&D(Generative AI, Multimodal Learning, Domain Adaptation, Object Detection등)를 통해 CV/NLP 와 같이 게임 밖의 다양한 주제를 통해서도 넥슨의 유저 경험을 개선합니다.
-Goal : 궁극적으로는AI기술을 통해 넥슨 게임에 대한 긍정 경험의 확장과 몰입을 제공하는 데에 기여합니다.

- [인텔리전스랩스 테크블로그 바로가기]


주요 업무
- Computer Vision분야의 선행 기술 조사 및 활용 방안 탐색
- 게임을 포함한 다양한 이미지/영상 데이터 분석 및 예측 모델 연구 개발


지원자격
- ML에 대한 기본적인 이해 및 다양한Computer Vision응용 분야에 대한 경험이 있으신 분
- Python및ML framework(Tensorflow, Pytorch등) 활용 역량이 뛰어나신 분
- 문제 해결을 위한 주도적인 실험 설계 및 분석 역량을 보유하신 분
- 분석 과정 및 결과를 명확하게 전달하기 위한 시각화,문서화,커뮤니케이션 스킬과 역량을 갖고 계신 분


우대사항
- Computer Vision기술을 포함한Multimodal AI및 다양한AI기술 트렌드에 대한 지속적인 관심이 있으신 분
- 모델 학습 및 평가에 필요한 데이터 설계,수집,라벨링 등의 작업을 직접 수행한 경험이 있으신 분
- 서비스에 적용된 모델을 다양한 정량 지표를 이용해 모니터링하고 개선해 본 경험이 있으신 분
- 데이터 중심 서비스 개발 또는 효율적인 모델 고도화에 활용되는 다양한 기술에 대한 경험을 보유하신 분
  (Active Learning, Semi/Self-Supervised Learning, Incremental Learning, Domain Generalization 등)
- Quantization, Distillation등Modal Compression/Acceleration기술에 대한 경험이 있으신 분
- 게임 산업에서의Computer Vision기술 적용에 대한 관심이 있으신 분
- 캐글수상 경험 또는 우수한 리더보드 성적을 보유하신 분


전형절차
서류전형 → *과제전형 → 면접전형 → 최종합격
*해당 절차는 각 포지션 및 후보자에 따라 변동이 있을 수 있습니다.


기타사항
- 본 공고는 채용 완료 시 조기 마감될 수 있습니다.
- 서류전형 결과는 1개월 이내로 안내드릴 예정입니다.
- 국가보훈 취업지원 대상자는 관련 법령에 의거하여 우대합니다.
- 서류전형 이후 일정은 합격자에 한해 개별 안내드릴 예정입니다.

[넥슨코리아 복리후생]"
(주)넥슨,데이터 사이언티스트,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=45676111&location=ts&searchword=%EB%8D%B0%EC%9D%B4%ED%84%B0+%EC%82%AC%EC%9D%B4%EC%96%B8%ED%8B%B0%EC%8A%A4%ED%8A%B8&searchType=recently&paid_fl=n&search_uuid=1e8d5a8f-0e35-4fbe-965f-dd5938b2db5d,"조직 소개
-인텔리전스랩스는 다양한 게임 정보를 활용해 ‘빅데이터’, ‘머신러닝·딥러닝’, ‘인공지능(AI)’ 기술과 공학적 사고를 통해 솔루션을 만들고 게임 사용자와 넥슨 구성원이 사용할 서비스를 제공하는 조직입니다.
- 그 중 선행개발실은 최신 AI 기술을 연구하고 실험하여 라이브 서비스 경험을 개선하고 고도화하는 역할을 담당하고 있으며, 구성원은 아래의 내용들을 경험하실 수 있습니다. 

[선행개발실에 합류했을 때 주어지는 도전들]
- R&D : 초거대 언어 모델(GPT-3등),대화형 언어 모델 개발(ChatGPT)등의 최신 트렌드 AI기술에 대해서 학습하고 나날이 발전하는 기술 기반으로 업데이트합니다.
- Live : 실제 운영중인 게임 서비스에서 발생한 유저 Behavior 데이터 및 Time-series & Sequence데이터를 바탕으로 예측 모델과AI기술을 연구합니다.
- Predictive Modeling : 연구 개발한AI기술 결과와 예측 모델을 게임 서비스에 안정적으로 제공할 뿐 아니라 파라메터 최적화나 Continual Learning 등과 같은 방법으로 지속적으로 개선하고 고도화합니다.
-Computer Vision/NLP : AI기술R&D(Generative AI, Multimodal Learning, Domain Adaptation, Object Detection등)를 통해 CV/NLP 와 같이 게임 밖의 다양한 주제를 통해서도 넥슨의 유저 경험을 개선합니다.
-Goal : 궁극적으로는AI기술을 통해 넥슨 게임에 대한 긍정 경험의 확장과 몰입을 제공하는 데에 기여합니다.

- [인텔리전스랩스 테크블로그 바로가기]


주요 업무
- 이탈 예측 모델링(이탈 문제 정의 및 분석)
- 다양한 주제의 예측 모델 연구 개발


지원자격
- SQL,Python 또는다른 프로그래밍 언어 활용 역량이 뛰어나신 분
- 통계,데이터 분석, ML 관련 2년 이상의 실무 경험을 갖고 계신 분


우대사항
- 이탈 분석,유저 세그먼트,인과추론,시계열 데이터 관련 실무 경험이 있으신 분
- 데이터 시각화 및 각종 대시보드 리포트용 지표 생성을 해보신 분
- 모델 학습 및 평가에 필요한 데이터 설계, 수집, 라벨링 등의 작업을 직접 수행한 경험이 있으신 분
- 서비스에 적용된 모델을 다양한 정량 지표를 이용해 모니터링하고 개선해 본 경험이 있으신 분
- 데이터 중심 서비스 개발 또는 효율적인 모델 고도화에 활용되는 다양한 기술에 대한 경험을 보유하신
  (Active Learning, Semi/Self-Supervised Learning, Incremental Learning, Domain Generalization 등)
- 캐글/알고리즘/공모전 수상, 학술 발표, 논문 게재 등의 경험이 있으신 분


전형절차
서류전형 → *과제전형 → 면접전형 → 최종합격
*해당 절차는 각 포지션 및 후보자에 따라 변동이 있을 수 있습니다.


기타사항
- 본 공고는 채용 완료 시 조기 마감될 수 있습니다.
- 서류전형 결과는 1개월 이내로 안내드릴 예정입니다.
- 국가보훈 취업지원 대상자는 관련 법령에 의거하여 우대합니다.
- 서류전형 이후 일정은 합격자에 한해 개별 안내드릴 예정입니다.

[넥슨코리아 복리후생]"
(주)티빙,데이터 사이언티스트,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=45915153&location=ts&searchword=%EB%8D%B0%EC%9D%B4%ED%84%B0+%EC%82%AC%EC%9D%B4%EC%96%B8%ED%8B%B0%EC%8A%A4%ED%8A%B8&searchType=recently&paid_fl=n&search_uuid=1e8d5a8f-0e35-4fbe-965f-dd5938b2db5d,"모집부문 및 상세내용

 모집부문
상세내용 
  머신러닝 엔지니어
담당업무
ㆍML/DL 기반 모델들의 안정적인 서빙을 위한 파이프라인 설계 및 구축

지원자격
ㆍ관련 분야 3년이상의 실무 경험을 보유하신 분
ㆍML/DL 모델 관련 프로토타이핑 개발 경험이 있는 분
ㆍML/DL 모델의 파이프라인 설계 및 구축 경험이 있는 분
ㆍAWS 클라우드 서비스내 구현 및 운영 경험을 보유하신 분
ㆍ데이터 사이언티스트들을 포함한 다양한 이해 관계자와의 조율 가능한 커뮤니케이션 능력을 보유하신 분
ㆍPython 또는 JVM 언어 중 하나 이상의 언어로의 능숙한 개발 능력을 보유하신 분
ㆍSQL을 통한 데이터 처리에 능하신 분
ㆍ우수한 문서 커뮤니케이션 능력을 보유하신 분
ㆍ강한 자율성과 책임감, 리더쉽을 보유하신 분
ㆍ함께 성장하고 배우는 것에 가치를 두는 자세를 보유하신 분

우대사항
ㆍ비즈니스 가속화를 위한 데이터 및 기계 학습 설계, 테스트 배포 및 유지 관리에 대한 경험 및 노하우가 있으신 분
ㆍK8S 활용 서비스 구현 및 운영 경험을 보유하신 분
ㆍAirflow 활용 및 운영 경험을 보유하신 분
ㆍRedshift 이해 및 활용 경험을 보유하신 분
ㆍ높은 비즈니스 이해도를 통한 분석가와의 협업 경험을 보유하신 분
ㆍ실시간 및 배치 로그 데이터 처리 경험을 보유하신 분

지원하기
 

근무조건
ㆍ 근무형태 : 정규직
ㆍ 근무일시 : 주 5일(월~금) 탄력근무제
ㆍ 근무지역 : (03909) 서울 마포구 상암산로 34, 15층
접수기간 및 방법
ㆍ 접수기간 :  채용 시 마감
ㆍ 접수방법 : 홈페이지 지원
ㆍ 이력서양식 : 자사양식
유의사항
ㆍ입사지원 서류에 허위사실이 발견될 경우, 채용확정 이후라도 채용이 취소될 수 있습니다.
ㆍ전형절차는 직무별로 다르게 운영 될 수 있으며, 일정 및 상황에 따라 변동 될 수 있습니다."
(주)넥슨,데이터애널리스트,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=45725093&location=ts&searchword=%EB%8D%B0%EC%9D%B4%ED%84%B0%EC%95%A0%EB%84%90%EB%A6%AC%EC%8A%A4%ED%8A%B8&searchType=recently&paid_fl=n&search_uuid=d92d9ee9-d88d-4925-bfd4-9f04fd4f376a,"조직 소개
- 인텔리전스랩스는 다양한 게임 정보를 활용해 ‘빅데이터’, ‘머신러닝·딥러닝’, ‘인공지능(AI)’ 기술과 공학적 사고를 통해 솔루션을 만들고 게임 사용자와 넥슨 구성원이 사용할 서비스를 제공하는 조직입니다.
- UX실은게임 안팎의 사용자 경험을 분석하고 인사이트를 발견하여 넥슨이 더 나은 서비스를 제공할 수 있도록 기여하고 있습니다. 

-[인텔리전스랩스 테크블로그 바로가기]
-[UX실 더 알아보기(Chrome 권장)]
-[UX실 브런치 바로가기]

업무 소개
- 사용자 행동 데이터 분석을 통해 사용자 경험 관점의 액션 가능한 인사이트 발굴
  > 사용자 경험 개선을 위한 실험 설계 및 결과 분석
  > UX 리서치 기반 가설 수립 및 실제 데이터 검증, 성과 관리
- 새로운 고객 경험 지표 정의, 모니터링을 위한 대시보드 구축 및 관리
- UX 리서처/게임 디자이너/사업 PM 등 다양한 이해관계자와의 적극적인 커뮤니케이션
- 데이터 기반 인사이트의 팀 내/외부 확장


지원자격
- SQL 및 Python 또는 R에 능숙하고 데이터 분석 분야에서 3년 이상의 경험이 있으신 분
- A/B 테스트, AARRR, Cohort, Funnel 과 같은 분석 방법론을 이해하고 실무에 적용하실 수 있는 분
- 데이터 기반의 인사이트를 통해 실질적인 사용자 경험을 개선했거나 서비스 지표를 상승시킨 경험이 있으신 분
- 리서치 결과를 팀에 쉽고 효과적으로 공유하여 방향성을 제시할 수 있고, 협업과 설득에 능한 커뮤니케이션 스킬을 갖추신 분
- 분석 결과를 타 팀이 이해하기 쉽도록 다양한 도구(Tableau, Power BI 등)를 활용하여 시각화하실 수 있는 분
- 사용자에 대한 이해가 풍부하고, 다양한 가설을 수립하여 빠르게 검증해 본 경험이 있는 분


우대사항
- Spark 기반의 빅데이터 처리 경험이 있으신 분 (Pyspark, Spark-SQL 등)
- 유저 분석 툴(Google Analytics, Amplitude 등) 활용 경험이 있으신 분
- 데이터 기반의 사고 방법을 전사적으로 공유할 수 있으신 분
- UX 리서치/인사이트 조사 관련 경험이 있으신 분
- 게임 산업과 게임 유저 데이터에 대한 이해가 깊으신 분


전형절차
서류전형 → *과제전형 → 면접전형 → 최종합격
*해당 절차는 각 포지션 및 후보자에 따라 변동이 있을 수 있습니다.


기타사항
- 본 공고는 12개월 계약직 포지션이며, 채용 시점에 따라 다소 차이가 있을 수 있습니다.
- 본 공고는 채용 완료 시 조기 마감될 수 있습니다.
- 서류전형 결과는 1개월 이내로 안내드릴 예정입니다.
- 국가보훈 취업지원 대상자는 관련 법령에 의거하여 우대합니다.
- 서류전형 이후 일정은 합격자에 한해 개별 안내드릴 예정입니다.

[넥슨코리아 복리후생]"
