회사명,직무,링크
MLOps Engineer(전문연구요원 가능),데이터 사이언티스트,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=43887320&location=ts&searchword=%EB%8D%B0%EC%9D%B4%ED%84%B0+%EC%82%AC%EC%9D%B4%EC%96%B8%ED%8B%B0%EC%8A%A4%ED%8A%B8&searchType=recently&paid_fl=n&search_uuid=33adf848-f2b4-483d-923a-290081d6f872
[전문연구요원 가능] AI연구팀 Graph 개발 전문가,데이터 사이언티스트,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=45126086&location=ts&searchword=%EB%8D%B0%EC%9D%B4%ED%84%B0+%EC%82%AC%EC%9D%B4%EC%96%B8%ED%8B%B0%EC%8A%A4%ED%8A%B8&searchType=recently&paid_fl=n&search_uuid=33adf848-f2b4-483d-923a-290081d6f872
[3~4월] CX(Customer eXperience) Data 분야 경력채용,데이터 사이언티스트,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=45338811&location=ts&searchword=%EB%8D%B0%EC%9D%B4%ED%84%B0+%EC%82%AC%EC%9D%B4%EC%96%B8%ED%8B%B0%EC%8A%A4%ED%8A%B8&searchType=recently&paid_fl=n&search_uuid=33adf848-f2b4-483d-923a-290081d6f872
[경력무관] 데이터 엔지니어 인턴 모집 공고,데이터 사이언티스트,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=45358858&location=ts&searchword=%EB%8D%B0%EC%9D%B4%ED%84%B0+%EC%82%AC%EC%9D%B4%EC%96%B8%ED%8B%B0%EC%8A%A4%ED%8A%B8&searchType=recently&paid_fl=n&search_uuid=33adf848-f2b4-483d-923a-290081d6f872
마케팅 데이타 분석 컨설턴트 (국내 최고대기업 계열),데이터 사이언티스트,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=45295559&location=ts&searchword=%EB%8D%B0%EC%9D%B4%ED%84%B0+%EC%82%AC%EC%9D%B4%EC%96%B8%ED%8B%B0%EC%8A%A4%ED%8A%B8&searchType=recently&paid_fl=n&search_uuid=33adf848-f2b4-483d-923a-290081d6f872
[경력] Database Engineer,데이터 사이언티스트,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=45344848&location=ts&searchword=%EB%8D%B0%EC%9D%B4%ED%84%B0+%EC%82%AC%EC%9D%B4%EC%96%B8%ED%8B%B0%EC%8A%A4%ED%8A%B8&searchType=recently&paid_fl=n&search_uuid=33adf848-f2b4-483d-923a-290081d6f872
솔루션 서비스 기획팀장-디지털 플랫폼 전문기업,데이터 사이언티스트,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=45313838&location=ts&searchword=%EB%8D%B0%EC%9D%B4%ED%84%B0+%EC%82%AC%EC%9D%B4%EC%96%B8%ED%8B%B0%EC%8A%A4%ED%8A%B8&searchType=recently&paid_fl=n&search_uuid=33adf848-f2b4-483d-923a-290081d6f872
긴급) 업계 최고 대기업 - 소셜리스닝 분석 (3년 이상) - 최우대,데이터 사이언티스트,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=45348025&location=ts&searchword=%EB%8D%B0%EC%9D%B4%ED%84%B0+%EC%82%AC%EC%9D%B4%EC%96%B8%ED%8B%B0%EC%8A%A4%ED%8A%B8&searchType=recently&paid_fl=n&search_uuid=33adf848-f2b4-483d-923a-290081d6f872
[플랫폼개발] 백엔드 개발 리더 (팀장),데이터 사이언티스트,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=44055027&location=ts&searchword=%EB%8D%B0%EC%9D%B4%ED%84%B0+%EC%82%AC%EC%9D%B4%EC%96%B8%ED%8B%B0%EC%8A%A4%ED%8A%B8&searchType=recently&paid_fl=n&search_uuid=33adf848-f2b4-483d-923a-290081d6f872
백엔드 개발자 (Backend Engineer) - PdX,데이터 사이언티스트,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=44846003&location=ts&searchword=%EB%8D%B0%EC%9D%B4%ED%84%B0+%EC%82%AC%EC%9D%B4%EC%96%B8%ED%8B%B0%EC%8A%A4%ED%8A%B8&searchType=recently&paid_fl=n&search_uuid=33adf848-f2b4-483d-923a-290081d6f872
제어망(ICS) / OT보안 AI팀장,데이터 사이언티스트,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=45014623&location=ts&searchword=%EB%8D%B0%EC%9D%B4%ED%84%B0+%EC%82%AC%EC%9D%B4%EC%96%B8%ED%8B%B0%EC%8A%A4%ED%8A%B8&searchType=recently&paid_fl=n&search_uuid=33adf848-f2b4-483d-923a-290081d6f872
AI 빅데이터 분석 컨설턴트 경력 모집 / 코스닥상장사,데이터 사이언티스트,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=45259243&location=ts&searchword=%EB%8D%B0%EC%9D%B4%ED%84%B0+%EC%82%AC%EC%9D%B4%EC%96%B8%ED%8B%B0%EC%8A%A4%ED%8A%B8&searchType=recently&paid_fl=n&search_uuid=33adf848-f2b4-483d-923a-290081d6f872
[경력] 인공지능 시스템 구축사업 PM/PL 채용,데이터 사이언티스트,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=45321858&location=ts&searchword=%EB%8D%B0%EC%9D%B4%ED%84%B0+%EC%82%AC%EC%9D%B4%EC%96%B8%ED%8B%B0%EC%8A%A4%ED%8A%B8&searchType=recently&paid_fl=n&search_uuid=33adf848-f2b4-483d-923a-290081d6f872
[전문연구요원 가능] Computer Vision AI 엔지니어,데이터 사이언티스트,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=45117820&location=ts&searchword=%EB%8D%B0%EC%9D%B4%ED%84%B0+%EC%82%AC%EC%9D%B4%EC%96%B8%ED%8B%B0%EC%8A%A4%ED%8A%B8&searchType=recently&paid_fl=n&search_uuid=33adf848-f2b4-483d-923a-290081d6f872
Backend Engineer (MLOps 제품개발),데이터 사이언티스트,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=42323553&location=ts&searchword=%EB%8D%B0%EC%9D%B4%ED%84%B0+%EC%82%AC%EC%9D%B4%EC%96%B8%ED%8B%B0%EC%8A%A4%ED%8A%B8&searchType=recently&paid_fl=n&search_uuid=33adf848-f2b4-483d-923a-290081d6f872
[전문연구요원 가능] SW개발팀 백엔드 개발자,데이터 사이언티스트,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=45126363&location=ts&searchword=%EB%8D%B0%EC%9D%B4%ED%84%B0+%EC%82%AC%EC%9D%B4%EC%96%B8%ED%8B%B0%EC%8A%A4%ED%8A%B8&searchType=recently&paid_fl=n&search_uuid=33adf848-f2b4-483d-923a-290081d6f872
Senior Machine Learning Engineer,데이터 사이언티스트,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=45287522&location=ts&searchword=%EB%8D%B0%EC%9D%B4%ED%84%B0+%EC%82%AC%EC%9D%B4%EC%96%B8%ED%8B%B0%EC%8A%A4%ED%8A%B8&searchType=recently&paid_fl=n&search_uuid=33adf848-f2b4-483d-923a-290081d6f872
[휴레이포지티브] Product Manager,데이터 사이언티스트,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=45366072&location=ts&searchword=%EB%8D%B0%EC%9D%B4%ED%84%B0+%EC%82%AC%EC%9D%B4%EC%96%B8%ED%8B%B0%EC%8A%A4%ED%8A%B8&searchType=recently&paid_fl=n&search_uuid=33adf848-f2b4-483d-923a-290081d6f872
Cleanroom 장비 엔지니어 경력직 채용,데이터 사이언티스트,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=45343194&location=ts&searchword=%EB%8D%B0%EC%9D%B4%ED%84%B0+%EC%82%AC%EC%9D%B4%EC%96%B8%ED%8B%B0%EC%8A%A4%ED%8A%B8&searchType=recently&paid_fl=n&search_uuid=33adf848-f2b4-483d-923a-290081d6f872
Life 플랫폼 대기업 데이터마케팅 팀장,데이터 사이언티스트,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=45297969&location=ts&searchword=%EB%8D%B0%EC%9D%B4%ED%84%B0+%EC%82%AC%EC%9D%B4%EC%96%B8%ED%8B%B0%EC%8A%A4%ED%8A%B8&searchType=recently&paid_fl=n&search_uuid=33adf848-f2b4-483d-923a-290081d6f872
[온택트헬스] 데이터 사이언티스트 채용,데이터 사이언티스트,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=40545286&location=ts&searchword=%EB%8D%B0%EC%9D%B4%ED%84%B0+%EC%82%AC%EC%9D%B4%EC%96%B8%ED%8B%B0%EC%8A%A4%ED%8A%B8&searchType=recently&paid_fl=n&search_uuid=33adf848-f2b4-483d-923a-290081d6f872
Data Scientist 채용,데이터 사이언티스트,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=44223623&location=ts&searchword=%EB%8D%B0%EC%9D%B4%ED%84%B0+%EC%82%AC%EC%9D%B4%EC%96%B8%ED%8B%B0%EC%8A%A4%ED%8A%B8&searchType=recently&paid_fl=n&search_uuid=33adf848-f2b4-483d-923a-290081d6f872
[부피 알고리즘] 데이터 사이언티스트,데이터 사이언티스트,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=42913843&location=ts&searchword=%EB%8D%B0%EC%9D%B4%ED%84%B0+%EC%82%AC%EC%9D%B4%EC%96%B8%ED%8B%B0%EC%8A%A4%ED%8A%B8&searchType=recently&paid_fl=n&search_uuid=33adf848-f2b4-483d-923a-290081d6f872
"프로젝트, 정부과제 개발 PL (Project Lead)",데이터 사이언티스트,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=44055192&location=ts&searchword=%EB%8D%B0%EC%9D%B4%ED%84%B0+%EC%82%AC%EC%9D%B4%EC%96%B8%ED%8B%B0%EC%8A%A4%ED%8A%B8&searchType=recently&paid_fl=n&search_uuid=33adf848-f2b4-483d-923a-290081d6f872
데이터 엔지니어,데이터 사이언티스트,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=42756160&location=ts&searchword=%EB%8D%B0%EC%9D%B4%ED%84%B0+%EC%82%AC%EC%9D%B4%EC%96%B8%ED%8B%B0%EC%8A%A4%ED%8A%B8&searchType=recently&paid_fl=n&search_uuid=33adf848-f2b4-483d-923a-290081d6f872
[플랫폼개발] 백엔드 엔지니어 (Typescript / Nest.js),데이터 사이언티스트,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=44055056&location=ts&searchword=%EB%8D%B0%EC%9D%B4%ED%84%B0+%EC%82%AC%EC%9D%B4%EC%96%B8%ED%8B%B0%EC%8A%A4%ED%8A%B8&searchType=recently&paid_fl=n&search_uuid=33adf848-f2b4-483d-923a-290081d6f872
[토스페이먼츠] Data Analyst,데이터애널리스트,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=45007934&location=ts&searchword=%EB%8D%B0%EC%9D%B4%ED%84%B0%EC%95%A0%EB%84%90%EB%A6%AC%EC%8A%A4%ED%8A%B8&searchType=recently&paid_fl=n&search_uuid=3c234c4c-b791-4c85-bd49-0f526a7bbd27
비즈니스 데이터 분석가 (Business Data Analyst) 영입,데이터애널리스트,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=45191739&location=ts&searchword=%EB%8D%B0%EC%9D%B4%ED%84%B0%EC%95%A0%EB%84%90%EB%A6%AC%EC%8A%A4%ED%8A%B8&searchType=recently&paid_fl=n&search_uuid=3c234c4c-b791-4c85-bd49-0f526a7bbd27
[토스플레이스] Data Analyst,데이터애널리스트,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=45017581&location=ts&searchword=%EB%8D%B0%EC%9D%B4%ED%84%B0%EC%95%A0%EB%84%90%EB%A6%AC%EC%8A%A4%ED%8A%B8&searchType=recently&paid_fl=n&search_uuid=3c234c4c-b791-4c85-bd49-0f526a7bbd27
[토스뱅크] Data Analyst (FDS),데이터애널리스트,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=45315131&location=ts&searchword=%EB%8D%B0%EC%9D%B4%ED%84%B0%EC%95%A0%EB%84%90%EB%A6%AC%EC%8A%A4%ED%8A%B8&searchType=recently&paid_fl=n&search_uuid=3c234c4c-b791-4c85-bd49-0f526a7bbd27
DA(Data Analyst),데이터애널리스트,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=45361549&location=ts&searchword=%EB%8D%B0%EC%9D%B4%ED%84%B0%EC%95%A0%EB%84%90%EB%A6%AC%EC%8A%A4%ED%8A%B8&searchType=recently&paid_fl=n&search_uuid=3c234c4c-b791-4c85-bd49-0f526a7bbd27
[토스뱅크] Data Analyst,데이터애널리스트,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=45315171&location=ts&searchword=%EB%8D%B0%EC%9D%B4%ED%84%B0%EC%95%A0%EB%84%90%EB%A6%AC%EC%8A%A4%ED%8A%B8&searchType=recently&paid_fl=n&search_uuid=3c234c4c-b791-4c85-bd49-0f526a7bbd27
[CDO] 빅데이터 분석 기술 전문가(Data Analyst) 경력사원 채용,데이터애널리스트,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=45356943&location=ts&searchword=%EB%8D%B0%EC%9D%B4%ED%84%B0%EC%95%A0%EB%84%90%EB%A6%AC%EC%8A%A4%ED%8A%B8&searchType=recently&paid_fl=n&search_uuid=3c234c4c-b791-4c85-bd49-0f526a7bbd27
[카카오페이] 데이터 애널리스트 - 비즈니스,데이터애널리스트,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=45358853&location=ts&searchword=%EB%8D%B0%EC%9D%B4%ED%84%B0%EC%95%A0%EB%84%90%EB%A6%AC%EC%8A%A4%ED%8A%B8&searchType=recently&paid_fl=n&search_uuid=3c234c4c-b791-4c85-bd49-0f526a7bbd27
본부기획실 Data Analyst (3년 이상),데이터애널리스트,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=45258612&location=ts&searchword=%EB%8D%B0%EC%9D%B4%ED%84%B0%EC%95%A0%EB%84%90%EB%A6%AC%EC%8A%A4%ED%8A%B8&searchType=recently&paid_fl=n&search_uuid=3c234c4c-b791-4c85-bd49-0f526a7bbd27
데이터 분석가(BI Analyst),데이터애널리스트,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=45157585&location=ts&searchword=%EB%8D%B0%EC%9D%B4%ED%84%B0%EC%95%A0%EB%84%90%EB%A6%AC%EC%8A%A4%ED%8A%B8&searchType=recently&paid_fl=n&search_uuid=3c234c4c-b791-4c85-bd49-0f526a7bbd27
마케팅 Data Analyst,데이터애널리스트,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=45200026&location=ts&searchword=%EB%8D%B0%EC%9D%B4%ED%84%B0%EC%95%A0%EB%84%90%EB%A6%AC%EC%8A%A4%ED%8A%B8&searchType=recently&paid_fl=n&search_uuid=3c234c4c-b791-4c85-bd49-0f526a7bbd27
데이터 분석가 (Product Data Analyst),데이터애널리스트,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=45195252&location=ts&searchword=%EB%8D%B0%EC%9D%B4%ED%84%B0%EC%95%A0%EB%84%90%EB%A6%AC%EC%8A%A4%ED%8A%B8&searchType=recently&paid_fl=n&search_uuid=3c234c4c-b791-4c85-bd49-0f526a7bbd27
[위메프서비스] Data Analyst,데이터애널리스트,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=45331949&location=ts&searchword=%EB%8D%B0%EC%9D%B4%ED%84%B0%EC%95%A0%EB%84%90%EB%A6%AC%EC%8A%A4%ED%8A%B8&searchType=recently&paid_fl=n&search_uuid=3c234c4c-b791-4c85-bd49-0f526a7bbd27
Business Data Analyst,데이터애널리스트,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=45067230&location=ts&searchword=%EB%8D%B0%EC%9D%B4%ED%84%B0%EC%95%A0%EB%84%90%EB%A6%AC%EC%8A%A4%ED%8A%B8&searchType=recently&paid_fl=n&search_uuid=3c234c4c-b791-4c85-bd49-0f526a7bbd27
데이터 분석가 (Business Data Analyst),데이터애널리스트,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=45194591&location=ts&searchword=%EB%8D%B0%EC%9D%B4%ED%84%B0%EC%95%A0%EB%84%90%EB%A6%AC%EC%8A%A4%ED%8A%B8&searchType=recently&paid_fl=n&search_uuid=3c234c4c-b791-4c85-bd49-0f526a7bbd27
대기업 두바이법인 Data Analyst 사원말대리급,데이터애널리스트,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=45353840&location=ts&searchword=%EB%8D%B0%EC%9D%B4%ED%84%B0%EC%95%A0%EB%84%90%EB%A6%AC%EC%8A%A4%ED%8A%B8&searchType=recently&paid_fl=n&search_uuid=3c234c4c-b791-4c85-bd49-0f526a7bbd27
[유명 보안솔루션기업] Data Analyst 경력 채용,데이터애널리스트,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=45354244&location=ts&searchword=%EB%8D%B0%EC%9D%B4%ED%84%B0%EC%95%A0%EB%84%90%EB%A6%AC%EC%8A%A4%ED%8A%B8&searchType=recently&paid_fl=n&search_uuid=3c234c4c-b791-4c85-bd49-0f526a7bbd27
Onchain Data Analyst (경력무관),데이터애널리스트,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=45192981&location=ts&searchword=%EB%8D%B0%EC%9D%B4%ED%84%B0%EC%95%A0%EB%84%90%EB%A6%AC%EC%8A%A4%ED%8A%B8&searchType=recently&paid_fl=n&search_uuid=3c234c4c-b791-4c85-bd49-0f526a7bbd27
[경력4년이상/급구] DA (Data Analyst),데이터애널리스트,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=45282931&location=ts&searchword=%EB%8D%B0%EC%9D%B4%ED%84%B0%EC%95%A0%EB%84%90%EB%A6%AC%EC%8A%A4%ED%8A%B8&searchType=recently&paid_fl=n&search_uuid=3c234c4c-b791-4c85-bd49-0f526a7bbd27
[외국계 재보험사] Data Analyst 채용,데이터애널리스트,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=45296539&location=ts&searchword=%EB%8D%B0%EC%9D%B4%ED%84%B0%EC%95%A0%EB%84%90%EB%A6%AC%EC%8A%A4%ED%8A%B8&searchType=recently&paid_fl=n&search_uuid=3c234c4c-b791-4c85-bd49-0f526a7bbd27
Senior Data Analyst,데이터애널리스트,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=45105083&location=ts&searchword=%EB%8D%B0%EC%9D%B4%ED%84%B0%EC%95%A0%EB%84%90%EB%A6%AC%EC%8A%A4%ED%8A%B8&searchType=recently&paid_fl=n&search_uuid=3c234c4c-b791-4c85-bd49-0f526a7bbd27
Data Analyst(Lead),데이터애널리스트,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=45130019&location=ts&searchword=%EB%8D%B0%EC%9D%B4%ED%84%B0%EC%95%A0%EB%84%90%EB%A6%AC%EC%8A%A4%ED%8A%B8&searchType=recently&paid_fl=n&search_uuid=3c234c4c-b791-4c85-bd49-0f526a7bbd27
[대형마트] 데이터분석팀 Business Analyst 경력,데이터애널리스트,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=45285326&location=ts&searchword=%EB%8D%B0%EC%9D%B4%ED%84%B0%EC%95%A0%EB%84%90%EB%A6%AC%EC%8A%A4%ED%8A%B8&searchType=recently&paid_fl=n&search_uuid=3c234c4c-b791-4c85-bd49-0f526a7bbd27
[IT/데이터분석] Data Analyst,데이터애널리스트,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=45315613&location=ts&searchword=%EB%8D%B0%EC%9D%B4%ED%84%B0%EC%95%A0%EB%84%90%EB%A6%AC%EC%8A%A4%ED%8A%B8&searchType=recently&paid_fl=n&search_uuid=3c234c4c-b791-4c85-bd49-0f526a7bbd27
[임상 CRO 상장기업] 임상 DA(Data Analyst) (1년 이상),데이터애널리스트,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=45346054&location=ts&searchword=%EB%8D%B0%EC%9D%B4%ED%84%B0%EC%95%A0%EB%84%90%EB%A6%AC%EC%8A%A4%ED%8A%B8&searchType=recently&paid_fl=n&search_uuid=3c234c4c-b791-4c85-bd49-0f526a7bbd27
"[머크] QC Analyst (QC data handling, 신입가능)",데이터애널리스트,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=45258649&location=ts&searchword=%EB%8D%B0%EC%9D%B4%ED%84%B0%EC%95%A0%EB%84%90%EB%A6%AC%EC%8A%A4%ED%8A%B8&searchType=recently&paid_fl=n&search_uuid=3c234c4c-b791-4c85-bd49-0f526a7bbd27
[신사역 도보2분/경력 4년이상] DA(Data analyst),데이터애널리스트,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=45276211&location=ts&searchword=%EB%8D%B0%EC%9D%B4%ED%84%B0%EC%95%A0%EB%84%90%EB%A6%AC%EC%8A%A4%ED%8A%B8&searchType=recently&paid_fl=n&search_uuid=3c234c4c-b791-4c85-bd49-0f526a7bbd27
2023년 디지털/ICT 수시채용,데이터애널리스트,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=45306307&location=ts&searchword=%EB%8D%B0%EC%9D%B4%ED%84%B0%EC%95%A0%EB%84%90%EB%A6%AC%EC%8A%A4%ED%8A%B8&searchType=recently&paid_fl=n&search_uuid=3c234c4c-b791-4c85-bd49-0f526a7bbd27
[정규직] 금융 속보 분석 애널리스트 (수정),데이터애널리스트,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=45305187&location=ts&searchword=%EB%8D%B0%EC%9D%B4%ED%84%B0%EC%95%A0%EB%84%90%EB%A6%AC%EC%8A%A4%ED%8A%B8&searchType=recently&paid_fl=n&search_uuid=3c234c4c-b791-4c85-bd49-0f526a7bbd27
이큐브랩(Haulla) 전략 / 기획 (Think Tank),데이터애널리스트,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=45116417&location=ts&searchword=%EB%8D%B0%EC%9D%B4%ED%84%B0%EC%95%A0%EB%84%90%EB%A6%AC%EC%8A%A4%ED%8A%B8&searchType=recently&paid_fl=n&search_uuid=3c234c4c-b791-4c85-bd49-0f526a7bbd27
이큐브랩(Haulla) Business Analyst Intern (신입),데이터애널리스트,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=45298891&location=ts&searchword=%EB%8D%B0%EC%9D%B4%ED%84%B0%EC%95%A0%EB%84%90%EB%A6%AC%EC%8A%A4%ED%8A%B8&searchType=recently&paid_fl=n&search_uuid=3c234c4c-b791-4c85-bd49-0f526a7bbd27
주식리서치본부 ESG 리서치 애널리스트 경력직 채용 공고,데이터애널리스트,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=45357432&location=ts&searchword=%EB%8D%B0%EC%9D%B4%ED%84%B0%EC%95%A0%EB%84%90%EB%A6%AC%EC%8A%A4%ED%8A%B8&searchType=recently&paid_fl=n&search_uuid=3c234c4c-b791-4c85-bd49-0f526a7bbd27
[제이엘케이] IR담당 (대리급),데이터애널리스트,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=45144695&location=ts&searchword=%EB%8D%B0%EC%9D%B4%ED%84%B0%EC%95%A0%EB%84%90%EB%A6%AC%EC%8A%A4%ED%8A%B8&searchType=recently&paid_fl=n&search_uuid=3c234c4c-b791-4c85-bd49-0f526a7bbd27
[글로벌/금융] Finance Researcher,데이터애널리스트,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=45341660&location=ts&searchword=%EB%8D%B0%EC%9D%B4%ED%84%B0%EC%95%A0%EB%84%90%EB%A6%AC%EC%8A%A4%ED%8A%B8&searchType=recently&paid_fl=n&search_uuid=3c234c4c-b791-4c85-bd49-0f526a7bbd27
[웨이브릿지] Blockchain Business Analyst,데이터애널리스트,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=45179902&location=ts&searchword=%EB%8D%B0%EC%9D%B4%ED%84%B0%EC%95%A0%EB%84%90%EB%A6%AC%EC%8A%A4%ED%8A%B8&searchType=recently&paid_fl=n&search_uuid=3c234c4c-b791-4c85-bd49-0f526a7bbd27
[Salesforce/업계 1위] Business Analyst(경력) 채용,데이터애널리스트,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=45238273&location=ts&searchword=%EB%8D%B0%EC%9D%B4%ED%84%B0%EC%95%A0%EB%84%90%EB%A6%AC%EC%8A%A4%ED%8A%B8&searchType=recently&paid_fl=n&search_uuid=3c234c4c-b791-4c85-bd49-0f526a7bbd27
[외국계 화학] 각 부문 신입/경력 채용,데이터애널리스트,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=45282751&location=ts&searchword=%EB%8D%B0%EC%9D%B4%ED%84%B0%EC%95%A0%EB%84%90%EB%A6%AC%EC%8A%A4%ED%8A%B8&searchType=recently&paid_fl=n&search_uuid=3c234c4c-b791-4c85-bd49-0f526a7bbd27
경기도형 대학생 취업브리지,데이터애널리스트,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=45226793&location=ts&searchword=%EB%8D%B0%EC%9D%B4%ED%84%B0%EC%95%A0%EB%84%90%EB%A6%AC%EC%8A%A4%ED%8A%B8&searchType=recently&paid_fl=n&search_uuid=3c234c4c-b791-4c85-bd49-0f526a7bbd27
ICT 경력직 채용,데이터애널리스트,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=45339740&location=ts&searchword=%EB%8D%B0%EC%9D%B4%ED%84%B0%EC%95%A0%EB%84%90%EB%A6%AC%EC%8A%A4%ED%8A%B8&searchType=recently&paid_fl=n&search_uuid=3c234c4c-b791-4c85-bd49-0f526a7bbd27
